,id,text,labels,mult_model,rus_ner_model,roberta_large,spacy,gpt,gpt4
205,2404,"Русский Слэм СПб. Олдскул версия. Друзья-поэты и интересующиеся поэтами! Мы продолжаем дело поэтических слэмов, начатое нами много лет назад и в последнее время несколько поутихшее. Более того, мы возвращаемся к корням. Следующий слэм будет по-хорошему олдскульным. То есть биться в нем поэты будут за деньги. Главный приз - 3000 рублей. Выиграет его один поэт - тот, что будет признан лучшим по итогам слэма. Правила все те же. Кто знает - тот помнит. Кто не знает, то вот: Поэт читает свои стихи на протяжении трех минут или меньше. Во время выступления нельзя пользоваться никаким реквизитом или музыкальными инструментами, кроме непосредственно источника текста. Оценивает выступление каждого поэта жюри из пяти человек, набранное произвольно из числа зрителей. Оценивается выступление по пятибалльной шкале в двух категориях - содержание и манера исполнения. Набравшие наибольшее количество баллов проходят во второй тур, а потом и в третий. Все три тура проходят в один вечер с небольшими перерывами на выпить и покурить. Лучший забирает деньги и тут же их пропивает (если он широкой души человек) или уносит домой (если он человек расчетливый). Записаться на участие можно по электронному адресу denisrubin@gmail.com. В письме пишите ваше имя или псевдоним, ваш телефон и одно стихотворение, лучше короткое. Но яркое. [слэм]",[],"[(13, 18, 'GPE'), (125, 141, 'DATE'), (325, 338, 'MONEY'), (351, 356, 'CARDINAL'), (512, 523, 'TIME'), (711, 716, 'CARDINAL'), (793, 806, 'CARDINAL'), (814, 819, 'CARDINAL'), (915, 922, 'ORDINAL'), (939, 947, 'ORDINAL'), (951, 955, 'CARDINAL')]","[(0, 13, 'ORG')]","[[0, 25, 'ORG']]",[],,
206,2405,"""Круглый Стол"" - обсуждение современной поэзии. Приятная атмосфера и интересный вечер гарантированы. Просьба каждому, кто желает присоединиться к обсуждению, распечатать или принести на цифровом носителе по 3 стихотворения, которые будут обсуждаться заседанием ""Круглого стола"". [дитбар]",[],"[(1, 13, 'WORK_OF_ART'), (207, 209, 'CARDINAL')]",[],[],[],,
207,2406,"РУССКО-АВСТРИЙСКИЙ ЛИТЕРАТУРНЫЙ ВЕЧЕР <ВЕНА-ПЕТЕРБУРГ> В программе: 1. Александр Васильевич Белобратов, доцент филологического факультета СПбГУ, переводчик многих произведений австрийских авторов, в том числе книг знаменитой австрийской писательницы, Нобелевского лауреата 2004 года Эльфриды Елинек, представит новый роман Елинек <Похоть>, только что вышедший в издательстве <Симпозиум>, и выступит с сообщением <Обсценная лексика в творчестве Э. Елинек>. 2. Презентация книги стихов петербургской поэтессы Ирины Дудиной <РАЙ И АД>, выпущенной в Венском издательстве (билингва: на русском и немецком яз.). 3. Известный петербургский актёр Александр Ронис прочтет стихи австрийского поэта Георга Тракля (на русском и немецком). 4. Презентация книги коротких пьес <Ночь с театром>, вышедшей в Вене на русском языке в издательстве журнала (проект <Русская серия>). Вечер будет сопровождать музыка Моцарта и Малера, а также известного петербургского композитора и музыканта Игоря Дункула. Вход свободный (пригласительные билеты вручаются при входе в <Старую Вену>).","[[71, 102, 'PERSON'], [323, 329, 'PERSON'], [444, 453, 'PERSON'], [639, 654, 'PERSON'], [894, 901, 'PERSON'], [283, 298, 'PERSON'], [507, 520, 'PERSON'], [688, 701, 'PERSON'], [904, 910, 'PERSON'], [970, 983, 'PERSON']]","[(68, 71, 'CARDINAL'), (71, 102, 'PERSON'), (138, 143, 'ORG'), (176, 188, 'NORP'), (225, 237, 'NORP'), (251, 264, 'WORK_OF_ART'), (273, 278, 'DATE'), (283, 298, 'PERSON'), (323, 330, 'PERSON'), (331, 337, 'WORK_OF_ART'), (376, 386, 'ORG'), (413, 444, 'WORK_OF_ART'), (444, 453, 'PERSON'), (456, 459, 'CARDINAL'), (484, 498, 'GPE'), (507, 521, 'PERSON'), (522, 530, 'WORK_OF_ART'), (546, 567, 'ORG'), (591, 600, 'LANGUAGE'), (606, 609, 'CARDINAL'), (619, 633, 'GPE'), (639, 655, 'PERSON'), (669, 682, 'NORP'), (688, 702, 'PERSON'), (716, 724, 'LANGUAGE'), (727, 730, 'CARDINAL'), (763, 777, 'WORK_OF_ART'), (791, 796, 'GPE'), (845, 858, 'WORK_OF_ART'), (894, 902, 'PERSON'), (904, 910, 'PERSON'), (931, 946, 'GPE'), (970, 985, 'PERSON')]","[(6, 7, 'LOC'), (71, 102, 'PER'), (283, 298, 'PER'), (507, 521, 'PER'), (522, 530, 'ORG'), (546, 567, 'ORG'), (639, 655, 'PER'), (688, 702, 'PER'), (845, 853, 'ORG'), (970, 985, 'PER'), (1047, 1058, 'LOC')]","[[0, 18, 'LOC'], [71, 102, 'PER'], [138, 143, 'ORG'], [225, 232, 'LOC'], [251, 253, 'ORG'], [283, 298, 'PER'], [323, 324, 'PER'], [375, 386, 'ORG'], [444, 453, 'PER'], [484, 493, 'LOC'], [507, 520, 'PER'], [546, 553, 'LOC'], [619, 628, 'LOC'], [639, 654, 'PER'], [669, 681, 'LOC'], [688, 701, 'PER'], [791, 795, 'LOC'], [894, 901, 'PER'], [904, 910, 'PER'], [931, 945, 'LOC'], [970, 983, 'PER']]","[[71, 102, 'PER'], [138, 143, 'ORG'], [251, 282, 'ORG'], [283, 298, 'PER'], [444, 453, 'PER'], [507, 520, 'PER'], [522, 525, 'ORG'], [528, 531, 'LOC'], [546, 566, 'ORG'], [639, 654, 'PER'], [688, 701, 'PER'], [763, 767, 'LOC'], [791, 795, 'LOC'], [894, 901, 'LOC'], [904, 910, 'LOC'], [970, 983, 'PER'], [1047, 1059, 'PER']]",,
208,2407,"Концерт группы ""Макулатура"". и традицонно продажа книг издательства ""ИЛ-music"" [соб. инф.]",[],"[(16, 26, 'ORG'), (68, 69, 'ORG'), (69, 79, 'ORG')]",[],[],"[[16, 26, 'ORG'], [69, 77, 'ORG']]",,
209,2408,"Вечер прозы Дмитрия Горчева. Читают автор, Вячеслав Курицын, Ольга Хохлова.","[[12, 27, 'PERSON'], [43, 59, 'PERSON'], [61, 74, 'PERSON']]","[(12, 29, 'PERSON'), (43, 59, 'PERSON'), (61, 74, 'PERSON')]","[(12, 29, 'PER'), (43, 59, 'PER'), (61, 74, 'PER')]","[[43, 59, 'PER'], [61, 74, 'PER']]","[[12, 27, 'PER'], [43, 59, 'PER'], [61, 74, 'PER']]",,
210,2409,"Презентация книги Г.И.Назаровой ""Лицейский сад и памятник Пушкину"". Ведёт вечер Илья Фоняков.","[[18, 31, 'PERSON'], [80, 92, 'PERSON']]","[(18, 32, 'PERSON'), (33, 66, 'WORK_OF_ART'), (74, 80, 'TIME'), (80, 92, 'PERSON')]","[(80, 92, 'PER')]","[[18, 31, 'PER'], [80, 92, 'PER']]","[[18, 31, 'PER'], [33, 46, 'LOC'], [80, 92, 'PER']]",,
211,2410,"Проект Цибуля Александры «ПОСЛАНИЕ В БУТЫЛКЕ» продолжает серию итоговых выставок студентов второго набора школы интерпретации современного искусства для художника и зрителя «Пайдейя». Лейтмотивом дипломных работ стал образ Санкт-Петербургского Глав. Почтамта. В основе проекта – метафора, определяющая стихотворение как бутылку с посланием (Целан, Мандельштам), сообщение, адресованное неизвестному получателю. Попадая на почту, вы оказываетесь в огромном зале ожидания. Вы видите табличку «В каждом письме – радость». Возле нее – безучастные/ отчаявшиеся/ безутешные. Письма не уходят и не приходят. То письмо, самое дорогое, оно не придет никогда. Сообщение не может быть отправлено / письмо не может быть получено. Диалог невозможен. Но частное крушение коммуникации не означает ее тотальную отмену. Письмо, идущее через время-смерть, может стать концом работы ожидания и работы прощения. Письмо, доставленное неизвестному отправителю, и есть возможный предел, в котором сбывается разговор. Стихотворение и становится таким открытым письмом, всеобщей спасительной вестью. Дело в том, что вещи непрерывно посылают сообщения. Вещи испускают смыслы (так они мерцают). Смысл может быть схвачен, тогда он расцветет подобно эпифании: это – чудо обретения вещи. Смысл высказывания непредсказуем и зависит в том числе от адепта. Не только «послание без назначения», но и послание с текучим, неустановившимся содержанием, путешествующее из рук в руки. выставка будет работа с 17 часов 14 апреля до 20 часов 16 апреля. [соб. инф.]","[[7, 24, 'PERSON'], [341, 346, 'PERSON'], [348, 359, 'PERSON']]","[(7, 14, 'PERSON'), (14, 25, 'PERSON'), (26, 44, 'WORK_OF_ART'), (91, 99, 'ORDINAL'), (223, 260, 'ORG'), (341, 346, 'PERSON'), (1470, 1489, 'TIME'), (1492, 1512, 'TIME')]","[(7, 25, 'PER'), (223, 228, 'ORG'), (228, 229, 'ORG'), (229, 260, 'ORG')]","[[7, 24, 'PER'], [106, 172, 'ORG'], [173, 181, 'ORG'], [223, 258, 'ORG'], [348, 359, 'PER'], [1221, 1229, 'ORG']]","[[37, 44, 'ORG'], [174, 181, 'ORG'], [223, 248, 'ORG'], [341, 346, 'LOC'], [1470, 1488, 'DATE']]",,
212,2411,"I часть - Виталий Ефимов, поэтические переводы. II часть - выступление всех желающих со своими переводами.","[[10, 24, 'PERSON']]","[(0, 2, 'ORDINAL'), (10, 24, 'PERSON'), (48, 51, 'ORDINAL')]","[(10, 24, 'PER')]","[[10, 24, 'PER']]","[[10, 24, 'PER']]",,
213,2412,"Презентация поэтического сборника ""6 лито"" (2 часть). В сборник вошли литературные объединения Санкт-Петербурга: Творческое объединение ""Гармония"", Литературное объединение Алексея Машевского, ЛИТО ЛЭТИ, Литературная студия ""Меловая черта"", ""Путь на моря"", Литературный клуб ""Приневье"". Ведущий вечера - автор идеи и составитель сборника Алексей Ахматов. [домпис]","[[173, 191, 'PERSON'], [338, 353, 'PERSON']]","[(34, 43, 'WORK_OF_ART'), (44, 46, 'CARDINAL'), (95, 113, 'GPE'), (113, 146, 'ORG'), (148, 191, 'ORG'), (193, 202, 'ORG'), (204, 239, 'ORG'), (241, 242, 'ORG'), (242, 255, 'ORG'), (257, 285, 'ORG'), (338, 355, 'PERSON')]","[(113, 136, 'ORG'), (148, 173, 'ORG'), (173, 191, 'PER'), (193, 202, 'ORG'), (204, 224, 'ORG'), (257, 275, 'ORG'), (338, 355, 'PER')]","[[95, 111, 'LOC'], [113, 145, 'ORG'], [148, 191, 'ORG'], [193, 202, 'ORG'], [204, 238, 'ORG'], [257, 284, 'ORG'], [338, 353, 'PER']]","[[95, 111, 'LOC'], [113, 146, 'ORG'], [173, 191, 'PER'], [198, 202, 'ORG'], [204, 223, 'ORG'], [276, 284, 'ORG'], [338, 353, 'PER']]",,
214,2413,"Вечер из цикла ""Поэтический поцелуй"". Куратор вечеров этой серии в сентябре - Наталья Дроздова. Запись: 8-911-9208136 [Любавич]","[[78, 94, 'PERSON']]","[(15, 36, 'WORK_OF_ART'), (67, 76, 'DATE'), (78, 96, 'PERSON')]","[(78, 96, 'PER')]","[[78, 94, 'PER']]","[[78, 94, 'PER'], [119, 126, 'PER']]",,
215,2414,студия детской анимации «ДА» представит проект Pro-Авторские книги. Опытные создатели анимационных фильмов впервые выступают в качестве писателей. С чего начать? Как вовремя остановиться? Что такое аннотация и кульминация? Как выглядит муза? Какие бывают оглавления и иллюстрации? Что важно в рецензии? Спросите у молодых авторов! [порядок],[],"[(25, 29, 'ORG'), (47, 68, 'ORG')]",[],"[[0, 28, 'ORG'], [236, 240, 'ORG']]",[],,
216,2415,"Лекция «Творчество Владимира Высоцкого в контексте русской литературы». Лектор - Алексей Даниилович Сёмкин, старший научный сотрудник Государственного литературного музея «XX век», кандидат искусствоведения, доцент Санкт-Петербургской государственной академии театрального искусства. В рамках лекционно-выставочного проекта «XX век в лицах» реализуемого совместно с Государственным литературным музеем «XX век». [библиотека]","[[81, 106, 'PERSON']]","[(8, 69, 'WORK_OF_ART'), (81, 106, 'PERSON'), (134, 179, 'ORG'), (215, 284, 'ORG'), (325, 339, 'WORK_OF_ART'), (366, 410, 'ORG')]","[(19, 39, 'PER'), (81, 106, 'PER'), (134, 171, 'ORG'), (215, 220, 'ORG'), (220, 221, 'ORG'), (221, 284, 'ORG'), (366, 402, 'ORG')]","[[19, 38, 'PER'], [81, 106, 'PER'], [134, 178, 'ORG'], [215, 282, 'ORG'], [366, 409, 'ORG']]","[[19, 38, 'PER'], [81, 106, 'PER'], [134, 178, 'ORG'], [215, 282, 'ORG']]",,
217,2416,"Мари Stell & Денис Acid_C ... Вневременье... Мелодекламация. музыкально-поэтическое трансперсональное погружение. Музыка - Денис Acid_C. Творчество Мари - это выход за пределы вашей обусловленности, это проход по вашим внутренним мирам. Это дно и высота. Это заполненность и пустота. Это погружение в состояние невесомости. Это настройка на Сатурн, Венеру, Марс, Луну. Это прокачка по всем каналам. Так что берите свои ушки, слуховые аппараты и тела и приходите, пробудите свои сознания. Погрузитесь в момент - ""Вневременье"". Вход: добровольные пожертвования. [соб. инф.]","[[123, 135, 'PERSON'], [148, 152, 'PERSON'], [13, 26, 'PERSON'], [0, 10, 'PERSON']]","[(0, 11, 'PERSON'), (13, 26, 'PERSON'), (123, 137, 'PERSON'), (148, 153, 'PERSON'), (341, 347, 'LOC'), (349, 355, 'LOC'), (357, 361, 'LOC'), (363, 369, 'LOC')]","[(0, 11, 'PER')]","[[0, 10, 'PER'], [13, 25, 'PER'], [123, 135, 'PER'], [341, 347, 'ORG'], [349, 355, 'ORG'], [357, 361, 'ORG'], [363, 367, 'ORG']]","[[13, 25, 'PER'], [137, 154, 'PER'], [341, 347, 'PER'], [349, 355, 'LOC'], [357, 361, 'LOC'], [363, 367, 'LOC']]",,
218,2417,"16-й международный литературный фестиваль «Петербургские мосты». 14:00 Торжественное открытие на «Книжных аллеях» 14:10 ВИЗИТКА ФЕСТИВАЛЯ. Выступления гостей фестиваля. 15:20 Презентация альманах «Паровоз – Санкт-Петербург». Ведет первый секретарь правления Союза российских писателей Светлана Василенко (Москва). 16:20 Джованни Кателли (Италия) 16:35 Елена Крюкова (Нижний Новгород) 16:50 Эрменжильд Шиассон (Канада) 17:05 Владимир Иванов (Кострома) 17:20 Джон Наринс (Нью-Йорк-Санкт-Петербург) 17:35 Анна Гедымин (Москва) 17:50 Ирина Евса (Украина, Харьков) 18:05 Светлана Кекова (Саратов) 18:20 Виталий Кальпиди (Челябинск)    [мосты]","[[285, 303, 'PERSON'], [320, 336, 'PERSON'], [352, 365, 'PERSON'], [390, 408, 'PERSON'], [424, 439, 'PERSON'], [457, 468, 'PERSON'], [502, 514, 'PERSON'], [530, 540, 'PERSON'], [566, 581, 'PERSON'], [598, 614, 'PERSON']]","[(0, 2, 'ORDINAL'), (2, 3, 'ORDINAL'), (3, 5, 'ORDINAL'), (42, 63, 'EVENT'), (65, 71, 'TIME'), (98, 112, 'FAC'), (114, 120, 'TIME'), (169, 175, 'TIME'), (196, 223, 'WORK_OF_ART'), (231, 238, 'ORDINAL'), (258, 285, 'ORG'), (285, 304, 'PERSON'), (305, 311, 'GPE'), (314, 320, 'TIME'), (320, 337, 'PERSON'), (338, 344, 'GPE'), (352, 366, 'PERSON'), (367, 382, 'GPE'), (390, 409, 'PERSON'), (410, 416, 'GPE'), (424, 440, 'PERSON'), (441, 449, 'GPE'), (457, 469, 'PERSON'), (470, 478, 'GPE'), (479, 494, 'GPE'), (502, 515, 'PERSON'), (516, 522, 'GPE'), (530, 541, 'PERSON'), (542, 549, 'GPE'), (551, 558, 'GPE'), (566, 582, 'PERSON'), (583, 590, 'GPE'), (598, 615, 'PERSON'), (616, 625, 'GPE')]","[(258, 285, 'ORG'), (285, 304, 'PER'), (320, 337, 'PER'), (352, 366, 'PER'), (367, 382, 'LOC'), (390, 409, 'PER'), (424, 440, 'PER'), (457, 469, 'PER'), (502, 515, 'PER'), (530, 541, 'PER'), (566, 582, 'PER'), (598, 615, 'PER')]","[[0, 62, 'ORG'], [207, 222, 'LOC'], [258, 284, 'ORG'], [285, 303, 'PER'], [305, 311, 'LOC'], [320, 336, 'PER'], [338, 344, 'LOC'], [352, 365, 'PER'], [390, 408, 'PER'], [410, 416, 'LOC'], [424, 439, 'PER'], [441, 449, 'LOC'], [457, 468, 'PER'], [502, 514, 'PER'], [516, 522, 'LOC'], [530, 540, 'PER'], [542, 549, 'LOC'], [551, 558, 'LOC'], [566, 581, 'PER'], [583, 590, 'LOC'], [598, 614, 'PER']]","[[98, 112, 'ORG'], [197, 204, 'ORG'], [207, 222, 'LOC'], [258, 284, 'ORG'], [285, 303, 'PER'], [305, 311, 'LOC'], [320, 336, 'PER'], [352, 365, 'PER'], [367, 382, 'LOC'], [390, 408, 'PER'], [410, 416, 'LOC'], [424, 439, 'PER'], [457, 468, 'PER'], [470, 494, 'LOC'], [502, 514, 'PER'], [516, 522, 'LOC'], [530, 540, 'PER'], [542, 549, 'LOC'], [551, 558, 'LOC'], [566, 581, 'PER'], [598, 614, 'PER']]",,
219,2418,"Роберт Капа в любви и на войне. Демонстрация фильма и презентация книги ""Скрытая перспектива"". Издательство ""Клаудберри"" представляет фильм и книгу о Роберте Капе (Андре Эрнё Фридмане) — знаменитом фотографе, как никто другой показавшем, насколько ужасна война и насколько прекрасен человеческий дух [ЕОЦ]","[[0, 11, 'PERSON'], [150, 162, 'PERSON'], [164, 183, 'PERSON']]","[(0, 12, 'PERSON'), (72, 93, 'WORK_OF_ART'), (108, 121, 'ORG'), (150, 163, 'PERSON'), (164, 183, 'PERSON')]","[(0, 12, 'PER'), (150, 163, 'PER'), (164, 183, 'PER')]","[[0, 11, 'PER'], [150, 183, 'PER']]","[[0, 11, 'PER'], [109, 119, 'PER'], [150, 162, 'PER'], [164, 183, 'PER']]",,
220,2419,Вечер из цикла «Поэтический алфавит». Ведет Андрей Демьяненко. [соб. инф.],"[[44, 61, 'PERSON']]","[(15, 36, 'WORK_OF_ART'), (44, 63, 'PERSON')]","[(44, 63, 'PER')]","[[44, 61, 'PER']]","[[44, 61, 'PER']]",,
221,2420,"презентация альбома кооп ТЕХНО/ПОЭЗИЯ ""Никаких пресуппозициональных содержаний"" (2017) [соб. инф.]",[],"[(38, 80, 'WORK_OF_ART'), (81, 85, 'DATE')]",[],"[[25, 37, 'ORG']]",[],,
222,2421,"Встреча с московским прозаиком Дмитрием Даниловым, автором четырёх книг прозы, в том числе сборника повестей и рассказов «Чёрный и зелёный» (шорт-лист Премии Андрея Белого 2010 г.) и романа «Горизонтальное положение» (шорт-лист премии «Большая книга» 2011 г.). «В регулярности маршрутов, в схожести городков и окраин, в повторении инструкций, в повторении жестов и слов проза Данилова открывает не бессмысленную механичность, а придающую жизни смысл ритуальность. Эту ритуальность здешней жизни ощущали многие, но чтобы передать это ощущение в прозе, авторы почти всегда вынуждены конструировать какие-то схемы – сектантские, утопические, зловещие, фантастические. А Данилов сумел ее передать, ничего не придумывая, не фантазируя, а просто внимательно глядя по сторонам» (Григорий Дашевский). [соб. инф.]","[[772, 790, 'PERSON'], [667, 674, 'PERSON'], [31, 49, 'PERSON'], [376, 384, 'PERSON']]","[(10, 21, 'GPE'), (31, 49, 'PERSON'), (59, 67, 'CARDINAL'), (122, 140, 'WORK_OF_ART'), (151, 172, 'WORK_OF_ART'), (172, 177, 'DATE'), (191, 217, 'WORK_OF_ART'), (228, 251, 'WORK_OF_ART'), (251, 256, 'DATE'), (376, 385, 'PERSON'), (667, 675, 'PERSON'), (772, 790, 'PERSON')]","[(31, 49, 'PER'), (772, 790, 'PER')]","[[10, 20, 'LOC'], [151, 155, 'ORG'], [228, 249, 'ORG']]","[[31, 49, 'PER'], [158, 179, 'PER'], [236, 249, 'ORG'], [251, 258, 'DATE'], [376, 384, 'PER'], [667, 674, 'PER'], [772, 790, 'PER']]",,
223,2422,"Секацкий, Огарков: состарился ли Тарантино. От Винсента Веги до Джанго. В лекции на примере фильмов Тарантино будет рассмотрена стилистика постмодернизма раннего и позднего периодов, различие пастиша и иронии. Используются фрагменты из фильмов ""Бумажное чтиво"", ""Четыре комнаты"", ""Джанго освобожденный"". [кик]","[[64, 70, 'PERSON'], [0, 8, 'PERSON'], [10, 17, 'PERSON'], [33, 42, 'PERSON'], [47, 60, 'PERSON'], [100, 109, 'PERSON']]","[(0, 8, 'PERSON'), (10, 19, 'PERSON'), (33, 44, 'PERSON'), (47, 61, 'PERSON'), (64, 72, 'PERSON'), (100, 110, 'PERSON'), (245, 260, 'WORK_OF_ART'), (263, 278, 'WORK_OF_ART'), (281, 302, 'WORK_OF_ART')]","[(47, 61, 'PER')]","[[0, 17, 'PER'], [47, 60, 'PER'], [64, 67, 'PER'], [100, 109, 'PER']]","[[10, 17, 'PER'], [33, 42, 'PER'], [47, 55, 'ORG'], [64, 70, 'LOC'], [100, 109, 'PER'], [281, 287, 'LOC']]",,
224,2423,"Презентация книги Валентина Виноградова «Топика святынь» (СПб: Пропповский Центр, 2019). Книгу представят ее составитель Евгения Хаздан и научный редактор — А. Ф. Некрылова. Фольклорист и этнограф Валентин Виноградов, как сказал о нем один из его друзей, был «человеком леса». В городе он был милый, неуклюжий и мягкий, это было не очень его пространство, в экспедициях все менялось. Он был сталкером, он был соразмерен открытым пространствам рек и лесной глуши, в которых проводил долгое время, исследуя топику святых мест, разделяя путь с паломниками и слушая их рассказы. О том, как складываются отношения людей и почитаемых ими святынь — родников и деревьев, руин и обетных крестов, В.В. Виноградов написал несколько работ. Теперь они объединены в книгу. Она увидела свет через шесть лет после того, как ее автор ушел.[порядок]","[[18, 39, 'PERSON'], [121, 135, 'PERSON'], [157, 172, 'PERSON'], [197, 216, 'PERSON'], [687, 702, 'PERSON']]","[(18, 40, 'PERSON'), (40, 57, 'WORK_OF_ART'), (58, 63, 'GPE'), (63, 80, 'ORG'), (82, 86, 'DATE'), (121, 136, 'PERSON'), (157, 174, 'PERSON'), (197, 216, 'PERSON'), (235, 240, 'CARDINAL'), (687, 703, 'PERSON'), (782, 792, 'DATE')]","[(18, 40, 'PER'), (63, 80, 'ORG'), (121, 136, 'PER'), (197, 216, 'PER')]","[[18, 39, 'PER'], [58, 61, 'LOC'], [63, 80, 'ORG'], [121, 135, 'PER'], [157, 172, 'PER'], [197, 702, 'PER']]","[[18, 39, 'PER'], [82, 87, 'DATE'], [121, 135, 'PER'], [197, 216, 'PER']]",,
225,2424,Галина Заренкова. Презентация книги «Море жизни: стихотворения». [лавка],"[[0, 16, 'PERSON']]","[(0, 18, 'PERSON'), (36, 63, 'WORK_OF_ART')]","[(0, 18, 'PER')]","[[0, 16, 'PER']]","[[0, 16, 'PER']]",,
226,2425,"Центр Андрея Белого представялет: поэт, переводчик и литературный критик Валерий Шубинский прочтет лекцию об Александре Миронове – поэте, лауреате премии Андрея Белого 1981 года. Александр Миронов (1948-2010). Сын военного моряка. Со школьных лет писал стихи. После окончания школы работал библиотекарем, продавцом книг, сторожем на автостоянке, электромехаником лифтов, оператором газовой котельной. С середины 1960-х публиковался за рубежом, позднее – в ленинградском самиздате. Входил в круг поэтов Малой Садовой, с 1966 – в группу хеленуктов. Автор нескольких рукописных сборников. Лауреат премии Андрея Белого (1981). Первая официальная публикация – в сборнике ""Круг"" (1985). Книги: Метафизические радости. СПб.: Призма-15, 1994. Избранное: Стихотворения и поэмы 1964—2000. СПб.: ИНАПРЕСС, 2002. Без огня. М.: Новое издательство, 2009.""Язык для Миронова – не материал, даже не партнер и со-творец, а волна, несущая его; в ней сохранена память о всех, прежде плывших языковым морем – эта влага хранит следы. (А кончится все тем, что «умрешь и превратишься в речь». Как же еще?) Эта волна то гуще, то прозрачней, и плоть мироновского стиха постоянно меняет плотность..."" (Валерий Шубинский) [абцентр]","[[73, 90, 'PERSON'], [179, 196, 'PERSON'], [1175, 1192, 'PERSON'], [109, 128, 'PERSON'], [850, 858, 'PERSON']]","[(6, 20, 'PERSON'), (73, 91, 'PERSON'), (109, 129, 'PERSON'), (147, 168, 'WORK_OF_ART'), (168, 179, 'DATE'), (179, 197, 'PERSON'), (198, 207, 'DATE'), (403, 419, 'DATE'), (456, 470, 'GPE'), (502, 515, 'ORG'), (519, 524, 'DATE'), (594, 615, 'WORK_OF_ART'), (616, 620, 'DATE'), (623, 630, 'ORDINAL'), (667, 671, 'WORK_OF_ART'), (674, 678, 'DATE'), (712, 718, 'GPE'), (718, 727, 'ORG'), (729, 733, 'DATE'), (768, 772, 'DATE'), (773, 777, 'DATE'), (779, 785, 'GPE'), (785, 793, 'ORG'), (795, 799, 'DATE'), (815, 833, 'ORG'), (850, 859, 'PERSON'), (1175, 1192, 'PERSON')]","[(6, 20, 'PER'), (73, 91, 'PER'), (109, 129, 'PER'), (154, 168, 'PER'), (179, 197, 'PER'), (502, 515, 'LOC'), (601, 615, 'PER'), (815, 833, 'ORG'), (1175, 1192, 'PER')]","[[0, 19, 'ORG'], [73, 90, 'PER'], [109, 124, 'PER'], [147, 167, 'PER'], [179, 196, 'PER'], [456, 469, 'LOC'], [470, 479, 'ORG'], [502, 515, 'ORG'], [535, 545, 'ORG'], [594, 614, 'PER'], [712, 716, 'LOC'], [718, 727, 'ORG'], [779, 782, 'LOC'], [811, 813, 'LOC'], [815, 833, 'ORG']]","[[6, 19, 'PER'], [73, 90, 'PER'], [109, 128, 'PER'], [154, 167, 'PER'], [168, 177, 'DATE'], [179, 196, 'PER'], [198, 207, 'DATE'], [502, 515, 'PER'], [601, 621, 'PER'], [785, 793, 'BOMB'], [850, 858, 'PER'], [1175, 1192, 'PER']]",,
227,2426,"Литературный вечер: Евгений ""Ес"" Соя (Одесса). Презентация книги стихов""Бери"". [информация арт-клуба]","[[20, 36, 'PERSON']]","[(20, 37, 'PERSON'), (38, 44, 'GPE'), (72, 76, 'WORK_OF_ART')]","[(20, 28, 'PER')]","[[20, 36, 'PER']]","[[20, 45, 'PER']]",,
228,2427,"Николай Кононов — поэт, прозаик, критик современного искусства. Лауреат премий им. Юрия Казакова, Андрея Белого, Аполлона Григорьева, премии «Улов». Дипломант премий: «Букер», «Антибукер», НОС. Финалист премии «Большая книга». В 2012 году Николай Кононов стал лауреатом Литературной премии им. Юрия Казакова за лучший рассказ. В «Порядке слов» Николай Кононов представит книгу рассказов «Саратов» (2012), в которую вошли произведения писателя с середины восьмидесятых по настоящее время. Поиски идентичности сочетаются в книге с элементами социальной сатиры, наблюдательность — с осознанием гибельности человеческих чувств, неожиданные финалы — с захватывающим повествованием, а бытие описано брутальным метафорическим языком. [порядок]","[[0, 15, 'PERSON'], [239, 254, 'PERSON'], [344, 359, 'PERSON']]","[(0, 16, 'PERSON'), (83, 96, 'PERSON'), (98, 111, 'PERSON'), (113, 132, 'PERSON'), (141, 147, 'WORK_OF_ART'), (168, 174, 'WORK_OF_ART'), (177, 187, 'WORK_OF_ART'), (189, 194, 'WORK_OF_ART'), (210, 225, 'WORK_OF_ART'), (229, 234, 'DATE'), (239, 255, 'PERSON'), (270, 294, 'WORK_OF_ART'), (294, 308, 'PERSON'), (330, 344, 'WORK_OF_ART'), (344, 360, 'PERSON'), (388, 397, 'WORK_OF_ART'), (398, 402, 'DATE'), (445, 471, 'DATE')]","[(0, 16, 'PER'), (98, 111, 'PER'), (113, 132, 'PER'), (239, 255, 'PER'), (270, 308, 'ORG'), (344, 360, 'PER')]","[[0, 15, 'PER'], [79, 82, 'PER'], [83, 96, 'PER'], [98, 111, 'PER'], [113, 132, 'PER'], [141, 142, 'ORG'], [189, 192, 'ORG'], [210, 211, 'ORG'], [229, 233, 'LOC'], [270, 292, 'ORG']]","[[0, 15, 'PER'], [83, 96, 'PER'], [98, 111, 'PER'], [113, 132, 'PER'], [142, 146, 'PER'], [189, 192, 'ORG'], [211, 224, 'ORG'], [229, 238, 'DATE'], [239, 254, 'PER'], [270, 307, 'ORG'], [344, 359, 'PER'], [388, 395, 'ORG']]",,
